team_name,team_code,round,dayofweek,date,comp,venue,result,opponent,goals_for,goals_against,xg_for,xg_against,possession,attendance,captain,formation,referee,shots,shots_on_target,shots_on_target_pct,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,expected_goals,expected_goals_non_penalty,expected_goals_non_penalty_per_shot,expected_goals_net,expected_goals_non_penalty_net,shots_against,shots_on_target_against,shots_on_target_pct_against,goals_per_shot_against,goals_per_shot_on_target_against,average_shot_distance_against,shots_free_kicks_against,pens_made_against,pens_att_against,expected_goals_against,expected_goals_non_penalty_against,expected_goals_non_penalty_per_shot_against,expected_goals_net_against,expected_goals_non_penalty_net_against,sca,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,sca_against,sca_passes_live_against,sca_passes_dead_against,sca_take_ons_against,sca_shots_against,sca_fouled_against,sca_defense_against,gca_against,gca_passes_live_against,gca_passes_dead_against,gca_take_ons_against,gca_shots_against,gca_fouled_against,gca_defense_against,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,cards_yellow_against,cards_red_against,cards_yellow_red_against,fouls_against,fouled_against,offsides_against,crosses_against,interceptions_against,tackles_won_against,pens_won_against,pens_conceded_against,own_goals_against,ball_recoveries_against,aerials_won_against,aerials_lost_against,aerials_won_pct_against
Brighton,d07537b9,Matchweek 9,Sat,2023-10-21,EPL,Away,L,Manchester City,1,2,0.8,0.8,45,"53,466",Lewis Dunk,4-2-3-1,Robert Jones,5,3,60.0,0.20,0.33,12.1,0,0,0,0.8,0.8,0.17,+0.2,+0.2,10,5,50.0,0.20,0.40,18.8,1,0,0,0.8,0.8,0.08,+1.2,+1.2,9,6,1,2,0,0,0,2,1,0,1,0,0,0,17,13,0,3,0,1,0,2,1,0,1,0,0,0,2,0,0,11,9,1,7,12,5,0,0,0,37,6,6,50.0,4,1,1,9,11,2,10,10,7,0,0,0,39,6,6,50.0
Brighton,d07537b9,Matchweek 10,Sun,2023-10-29,EPL,Home,D,Fulham,1,1,1.4,0.7,71,"31,550",Lewis Dunk,3-4-3,Michael Salisbury,18,6,33.3,0.06,0.17,18.1,1,0,0,1.4,1.4,0.08,-0.4,-0.4,10,5,50.0,0.10,0.20,19.3,0,0,0,0.7,0.7,0.07,+0.3,+0.3,28,21,1,2,3,1,0,2,2,0,0,0,0,0,16,12,0,1,2,0,1,2,2,0,0,0,0,0,0,0,0,12,8,0,15,6,15,0,0,0,57,13,10,56.5,3,0,0,8,11,1,11,19,17,0,0,0,51,10,13,43.5
Brighton,d07537b9,Matchweek 11,Sat,2023-11-04,EPL,Away,D,Everton,1,1,0.5,0.7,79,"38,683",Lewis Dunk,4-3-3,Tim Robinson,7,2,28.6,0.00,0.00,15.6,1,0,0,0.5,0.5,0.07,-0.5,-0.5,10,4,40.0,0.10,0.25,14.4,1,0,0,0.7,0.7,0.07,+0.3,+0.3,12,10,0,1,0,1,0,0,0,0,0,0,0,0,17,10,4,0,1,2,0,1,0,0,0,1,0,0,2,0,0,5,15,3,17,3,4,0,0,0,45,13,17,43.3,4,0,0,15,5,0,13,6,8,0,0,1,38,17,13,56.7
Brighton,d07537b9,Matchweek 12,Sun,2023-11-12,EPL,Home,D,Sheffield Utd,1,1,1.5,1.1,61,"31,367",Pascal Groß,4-2-3-1,John Brooks,11,6,54.5,0.09,0.17,16.5,0,0,0,1.5,1.5,0.14,-0.5,-0.5,9,1,11.1,0.00,0.00,19.3,0,0,0,1.1,1.1,0.12,-1.1,-1.1,18,11,2,2,1,2,0,2,2,0,0,0,0,0,15,13,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,13,16,3,14,3,7,0,0,1,45,14,11,56.0,2,0,0,16,13,1,6,8,15,0,0,0,47,11,14,44.0
Brighton,d07537b9,Matchweek 13,Sat,2023-11-25,EPL,Away,W,Nott'ham Forest,3,2,1.3,1.9,53,"29,404",Lewis Dunk,4-2-3-1,Anthony Taylor,9,4,44.4,0.22,0.50,19.9,1,1,1,1.3,0.6,0.06,+1.7,+1.4,17,4,23.5,0.06,0.25,14.7,0,1,1,1.9,1.1,0.07,+0.1,-0.1,18,13,2,0,1,2,0,6,5,0,0,0,1,0,33,21,5,2,2,2,1,4,2,0,0,0,1,1,5,1,0,7,12,0,16,9,8,1,1,0,42,15,18,45.5,2,0,0,12,7,0,35,12,6,1,1,0,49,18,15,54.5
Brighton,d07537b9,Matchweek 14,Sun,2023-12-03,EPL,Away,L,Chelsea,2,3,1.1,2.1,68,"39,647",Adam Lallana,4-2-3-1,Craig Pawson,18,9,50.0,0.11,0.22,18.6,1,0,0,1.1,1.1,0.06,+0.9,+0.9,7,3,42.9,0.29,0.67,19.6,0,1,1,2.1,1.3,0.19,+0.9,+0.7,34,27,3,2,1,1,0,4,2,1,0,1,0,0,13,8,2,2,0,1,0,6,3,2,0,0,1,0,5,0,0,12,16,3,27,9,9,0,1,0,46,8,11,42.1,5,1,1,16,12,2,12,13,7,1,0,0,36,11,8,57.9
Brighton,d07537b9,Matchweek 15,Wed,2023-12-06,EPL,Home,W,Brentford,2,1,1.5,1.5,61,"31,571",Pascal Groß,4-2-3-1,Peter Bankes,18,7,38.9,0.11,0.29,16.1,0,0,0,1.5,1.5,0.09,+0.5,+0.5,7,0,0.0,0.00,,17.6,0,1,1,1.5,0.7,0.10,-0.5,-0.7,28,20,4,0,2,0,2,4,4,0,0,0,0,0,13,6,1,1,2,2,1,1,0,0,0,0,1,0,3,0,0,10,8,1,12,8,9,0,1,0,54,25,13,65.8,1,0,0,8,10,2,11,11,19,1,0,0,54,13,25,34.2
Brighton,d07537b9,Matchweek 16,Sat,2023-12-09,EPL,Home,D,Burnley,1,1,2.6,0.6,72,"31,511",Lewis Dunk,4-2-3-1,Simon Hooper,29,11,37.9,0.03,0.09,14.2,2,0,0,2.6,2.6,0.10,-1.6,-1.6,6,3,50.0,0.17,0.33,12.9,0,0,0,0.6,0.6,0.10,+0.4,+0.4,55,45,2,0,4,2,2,2,2,0,0,0,0,0,11,9,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,5,8,2,31,5,6,0,0,0,54,18,15,54.5,4,0,0,8,5,1,7,9,17,0,0,0,44,15,18,45.5
Brighton,d07537b9,Matchweek 17,Sun,2023-12-17,EPL,Away,L,Arsenal,0,2,0.7,2.3,51,"60,257",Lewis Dunk,4-2-3-1,Tim Robinson,6,1,16.7,0.00,0.00,16.9,0,0,0,0.7,0.7,0.11,-0.7,-0.7,26,8,30.8,0.08,0.25,14.2,0,0,0,2.3,2.3,0.09,-0.3,-0.3,12,12,0,0,0,0,0,0,0,0,0,0,0,0,46,38,3,4,1,0,0,2,2,0,0,0,0,0,3,0,0,9,10,1,10,3,7,0,0,0,31,10,8,55.6,1,0,0,11,9,1,18,11,7,0,0,0,36,8,10,44.4
Brighton,d07537b9,Matchweek 18,Thu,2023-12-21,EPL,Away,D,Crystal Palace,1,1,1.2,1.3,65,"24,171",Lewis Dunk,4-2-3-1,John Brooks,18,6,33.3,0.06,0.17,17.6,0,0,0,1.2,1.2,0.07,-0.2,-0.2,11,3,27.3,0.09,0.33,13.4,0,0,0,1.3,1.3,0.12,-0.3,-0.3,32,25,2,2,2,1,0,2,2,0,0,0,0,0,18,12,2,2,2,0,0,2,2,0,0,0,0,0,2,0,0,11,12,2,14,7,11,0,0,0,51,13,10,56.5,5,0,0,12,11,1,13,5,15,0,0,0,49,10,13,43.5
Brighton,d07537b9,Matchweek 19,Thu,2023-12-28,EPL,Home,W,Tottenham,4,2,3.2,2.3,45,"31,675",Lewis Dunk,4-1-2-1-2◆,Jarred Gillett,13,7,53.8,0.15,0.29,15.2,0,2,2,3.2,1.9,0.16,+0.8,+0.1,19,3,15.8,0.11,0.67,15.2,1,0,0,2.3,2.3,0.12,-0.3,-0.3,25,11,6,1,4,3,0,7,2,1,1,1,2,0,35,27,1,3,2,1,1,2,2,0,0,0,0,0,3,0,0,18,6,2,11,13,12,2,0,0,60,8,8,50.0,2,0,0,6,18,5,26,11,8,0,2,0,65,8,8,50.0
Brighton,d07537b9,Matchweek 20,Tue,2024-01-02,EPL,Away,D,West Ham,0,0,2.3,0.7,68,"62,462",Pascal Groß,4-3-1-2,Samuel Barrott,22,8,36.4,0.00,0.00,14.4,0,0,0,2.3,2.3,0.11,-2.3,-2.3,6,2,33.3,0.00,0.00,16.0,0,0,0,0.7,0.7,0.11,-0.7,-0.7,41,34,1,1,4,1,0,0,0,0,0,0,0,0,12,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,1,13,8,6,0,0,0,46,11,8,57.9,1,0,0,4,6,3,17,14,14,0,0,0,43,8,11,42.1
Brighton,d07537b9,Matchweek 21,Mon,2024-01-22,EPL,Home,D,Wolves,0,0,1.0,1.1,72,"41,505",Lewis Dunk,4-3-3,Craig Pawson,11,3,27.3,0.00,0.00,14.2,0,0,0,1.0,1.0,0.10,-1.0,-1.0,8,3,37.5,0.00,0.00,18.6,0,0,0,1.1,1.1,0.15,-1.1,-1.1,20,14,3,0,2,1,0,0,0,0,0,0,0,0,13,11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10,13,3,32,7,10,0,0,0,48,11,4,73.3,4,0,0,13,10,1,6,13,8,0,0,0,51,4,11,26.7
Brighton,d07537b9,Matchweek 22,Tue,2024-01-30,EPL,Away,L,Luton Town,0,4,0.9,3.1,59,"10,994",Lewis Dunk,3-4-3,Robert Jones,9,2,22.2,0.00,0.00,13.9,0,0,0,0.9,0.9,0.11,-0.9,-0.9,18,8,44.4,0.22,0.50,13.8,1,0,0,3.1,3.1,0.18,+0.9,+0.9,16,12,2,0,1,1,0,0,0,0,0,0,0,0,27,14,1,4,6,1,1,6,3,0,1,2,0,0,2,0,0,14,13,1,6,5,13,0,0,0,71,13,13,50.0,2,0,0,13,13,4,16,6,11,0,0,0,76,13,13,50.0
Brighton,d07537b9,Matchweek 23,Sat,2024-02-03,EPL,Home,W,Crystal Palace,4,1,1.4,0.3,68,"31,345",Lewis Dunk,3-4-3,Simon Hooper,13,6,46.2,0.31,0.67,16.7,0,0,0,1.4,1.4,0.11,+2.6,+2.6,7,5,71.4,0.14,0.20,20.6,0,0,0,0.3,0.3,0.04,+0.7,+0.7,24,16,2,2,3,1,0,8,5,1,1,1,0,0,10,9,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,8,14,2,10,11,15,0,0,0,47,5,3,62.5,3,0,0,14,8,2,10,14,14,0,0,0,39,3,5,37.5
Brighton,d07537b9,Matchweek 24,Sat,2024-02-10,EPL,Away,L,Tottenham,1,2,1.2,1.6,48,"61,445",Lewis Dunk,4-2-3-1,Samuel Barrott,5,2,40.0,0.00,0.00,17.8,0,1,1,1.2,0.4,0.09,-0.2,-0.4,16,6,37.5,0.13,0.33,17.1,1,0,0,1.6,1.6,0.10,+0.4,+0.4,11,8,0,2,0,1,0,2,1,0,0,0,1,0,27,21,1,2,1,1,1,2,2,0,0,0,0,0,3,0,0,13,14,6,17,13,10,1,0,0,49,3,10,23.1,2,0,0,14,13,4,20,15,3,0,1,0,56,10,3,76.9
Brighton,d07537b9,Matchweek 25,Sun,2024-02-18,EPL,Away,W,Sheffield Utd,5,0,2.9,0.6,79,"29,522",Lewis Dunk,4-2-3-1,Stuart Attwell,24,9,37.5,0.17,0.44,15.1,0,0,0,2.9,2.9,0.13,+1.1,+1.1,6,1,16.7,0.00,0.00,18.7,0,0,0,0.6,0.6,0.10,-0.6,-0.6,41,32,4,1,3,1,0,6,3,1,0,2,0,0,10,7,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,2,40,4,10,0,0,0,41,17,7,70.8,1,1,0,3,4,2,10,4,7,0,0,1,28,7,17,29.2
Brighton,d07537b9,Matchweek 26,Sat,2024-02-24,EPL,Home,D,Everton,1,1,1.4,0.3,64,"41,646",Lewis Dunk,4-2-3-1,Tony Harrington,23,7,30.4,0.04,0.14,16.3,1,0,0,1.4,1.4,0.06,-0.4,-0.4,6,2,33.3,0.17,0.50,16.0,0,0,0,0.3,0.3,0.05,+0.7,+0.7,45,29,5,4,5,2,0,2,1,0,1,0,0,0,12,8,0,2,0,1,1,2,0,0,0,0,1,1,2,1,0,9,14,1,26,4,8,0,0,0,42,18,10,64.3,3,0,0,14,9,3,10,10,8,0,0,0,33,10,18,35.7
Brighton,d07537b9,Matchweek 27,Sat,2024-03-02,EPL,Away,L,Fulham,0,3,1.3,1.3,70,"24,460",Lewis Dunk,3-4-3,Simon Hooper,15,5,33.3,0.00,0.00,17.6,0,0,0,1.3,1.3,0.09,-1.3,-1.3,12,5,41.7,0.25,0.60,14.6,0,0,0,1.3,1.3,0.11,+1.7,+1.7,30,22,5,3,0,0,0,0,0,0,0,0,0,0,20,15,2,0,1,0,2,4,3,0,0,0,0,1,2,0,0,10,16,4,28,8,12,0,0,0,47,17,12,58.6,1,0,0,16,9,2,14,8,12,0,0,0,45,12,17,41.4
Brighton,d07537b9,Matchweek 28,Sun,2024-03-10,EPL,Home,W,Nott'ham Forest,1,0,0.4,0.7,63,"31,505",Lewis Dunk,4-2-3-1,Michael Salisbury,10,3,30.0,0.00,0.00,17.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,9,4,44.4,0.00,0.00,19.3,2,0,0,0.7,0.7,0.08,-0.7,-0.7,19,10,3,2,2,2,0,0,0,0,0,0,0,0,16,10,2,0,1,3,0,0,0,0,0,0,0,0,4,0,0,14,13,1,16,5,5,0,0,0,45,9,6,60.0,4,0,0,14,14,1,15,8,5,0,0,1,41,6,9,40.0
Brighton,d07537b9,Matchweek 30,Sun,2024-03-31,EPL,Away,L,Liverpool,1,2,0.5,2.8,45,"60,061",Lewis Dunk,4-2-3-1,David Coote,9,3,33.3,0.11,0.33,17.2,0,0,0,0.5,0.5,0.05,+0.5,+0.5,30,8,26.7,0.07,0.25,16.6,0,0,0,2.8,2.8,0.09,-0.8,-0.8,15,9,3,0,1,1,1,0,0,0,0,0,0,0,59,52,1,2,2,0,2,4,4,0,0,0,0,0,3,0,0,6,20,3,16,9,14,0,0,0,48,8,9,47.1,5,0,0,20,5,5,13,12,10,0,0,0,50,9,8,52.9
Brighton,d07537b9,Matchweek 31,Wed,2024-04-03,EPL,Away,D,Brentford,0,0,1.1,0.6,66,"17,024",Lewis Dunk,4-2-3-1,Andy Madley,24,6,25.0,0.00,0.00,20.1,0,0,0,1.1,1.1,0.05,-1.1,-1.1,5,2,40.0,0.00,0.00,17.1,1,0,0,0.6,0.6,0.11,-0.6,-0.6,45,40,2,0,3,0,0,0,0,0,0,0,0,0,10,5,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,12,8,0,20,8,7,0,0,0,40,16,13,55.2,1,0,0,9,11,3,11,9,11,0,0,0,41,13,16,44.8
Brighton,d07537b9,Matchweek 32,Sat,2024-04-06,EPL,Home,L,Arsenal,0,3,0.5,3.4,54,"31,677",Lewis Dunk,4-2-3-1,John Brooks,10,2,20.0,0.00,0.00,19.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,19,6,31.6,0.11,0.33,12.4,0,1,1,3.4,2.6,0.14,-0.4,-0.6,14,12,1,0,1,0,0,0,0,0,0,0,0,0,37,26,6,0,3,2,0,5,4,0,0,0,1,0,1,0,0,14,12,2,20,10,9,0,1,0,36,9,10,47.4,2,0,0,13,13,2,14,7,9,1,0,0,46,10,9,52.6
Brighton,d07537b9,Matchweek 33,Sat,2024-04-13,EPL,Away,D,Burnley,1,1,0.9,1.7,56,"20,687",Lewis Dunk,4-2-3-1,Simon Hooper,20,8,40.0,0.00,0.00,18.4,1,0,0,0.9,0.9,0.04,-0.9,-0.9,11,3,27.3,0.09,0.33,17.1,0,0,0,1.7,1.7,0.16,-0.7,-0.7,33,25,2,2,3,1,0,0,0,0,0,0,0,0,18,16,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,8,18,4,15,5,8,0,0,0,49,13,9,59.1,1,0,0,18,7,1,13,5,6,0,0,1,56,9,13,40.9
Brighton,d07537b9,Matchweek 29,Thu,2024-04-25,EPL,Home,L,Manchester City,0,4,0.6,1.4,36,"31,596",Lewis Dunk,4-2-3-1,Jarred Gillett,7,3,42.9,0.00,0.00,16.0,0,0,0,0.6,0.6,0.09,-0.6,-0.6,14,6,42.9,0.29,0.67,17.0,1,0,0,1.4,1.4,0.10,+2.6,+2.6,11,7,1,2,0,0,1,0,0,0,0,0,0,0,20,14,1,1,2,2,0,6,4,0,1,0,1,0,2,0,0,10,3,5,12,10,6,0,0,0,35,2,2,50.0,0,0,0,3,10,1,9,5,8,0,0,0,33,2,2,50.0
Brighton,d07537b9,Matchweek 35,Sun,2024-04-28,EPL,Away,L,Bournemouth,0,3,0.9,1.9,69,"11,188",Lewis Dunk,4-2-3-1,Paul Tierney,13,1,7.7,0.00,0.00,16.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9,15,6,40.0,0.20,0.50,14.4,1,0,0,1.9,1.9,0.14,+1.1,+1.1,25,20,2,1,1,1,0,0,0,0,0,0,0,0,27,18,2,3,2,1,1,5,4,0,0,1,0,0,2,0,0,10,14,1,25,5,14,0,0,0,43,11,14,44.0,2,0,0,14,9,1,21,14,4,0,0,0,52,14,11,56.0
Brighton,d07537b9,Matchweek 36,Sun,2024-05-05,EPL,Home,W,Aston Villa,1,0,2.5,0.1,52,"31,596",Lewis Dunk,4-2-3-1,Robert Jones,14,7,50.0,0.07,0.14,16.3,0,0,1,2.5,1.6,0.12,-1.5,-0.6,2,1,50.0,0.00,0.00,23.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,28,21,1,3,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,8,4,16,9,12,1,0,0,31,7,7,50.0,1,0,0,10,13,1,16,9,14,0,1,0,29,7,7,50.0
Brighton,d07537b9,Matchweek 37,Sat,2024-05-11,EPL,Away,D,Newcastle Utd,1,1,1.4,2.2,43,"51,997",Lewis Dunk,4-2-3-1,Darren England,15,4,26.7,0.07,0.25,16.2,0,0,0,1.4,1.4,0.09,-0.4,-0.4,18,7,38.9,0.06,0.14,15.8,0,0,0,2.2,2.2,0.12,-1.2,-1.2,25,18,2,1,3,0,1,1,0,0,0,1,0,0,33,26,2,4,1,0,0,2,2,0,0,0,0,0,4,0,0,16,8,1,11,6,14,0,0,0,36,5,13,27.8,3,0,0,9,14,3,27,9,6,0,0,0,44,13,5,72.2
Brighton,d07537b9,Matchweek 34,Wed,2024-05-15,EPL,Home,L,Chelsea,1,2,1.3,1.5,55,"31,555",Lewis Dunk,4-2-3-1,Michael Salisbury,12,2,16.7,0.08,0.50,15.3,0,0,0,1.3,1.3,0.11,-0.3,-0.3,14,6,42.9,0.14,0.33,20.3,2,0,0,1.5,1.5,0.11,+0.5,+0.5,23,20,1,1,1,0,0,2,2,0,0,0,0,0,25,21,0,1,1,2,0,4,4,0,0,0,0,0,2,0,0,13,14,1,31,5,6,0,0,0,44,12,6,66.7,2,1,0,14,13,1,14,5,9,0,0,0,47,6,12,33.3
Brighton,d07537b9,Matchweek 38,Sun,2024-05-19,EPL,Home,L,Manchester Utd,0,2,1.7,1.3,55,"31,662",Adam Lallana,4-2-3-1,Craig Pawson,17,2,11.8,0.00,0.00,14.2,0,0,0,1.7,1.7,0.11,-1.7,-1.7,11,4,36.4,0.18,0.50,17.0,0,0,0,1.3,1.3,0.12,+0.7,+0.7,31,20,5,1,2,2,1,0,0,0,0,0,0,0,21,17,0,2,0,0,2,4,3,0,1,0,0,0,1,0,0,10,9,0,20,6,11,0,0,0,42,5,5,50.0,3,0,0,9,10,1,7,7,14,0,0,0,37,5,5,50.0
Burnley,943e8050,Matchweek 1,Fri,2023-08-11,EPL,Home,L,Manchester City,0,3,0.3,1.9,35,"21,572",Josh Cullen,5-4-1,Craig Pawson,6,1,16.7,0.00,0.00,14.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,17,8,47.1,0.18,0.38,13.9,0,0,0,1.9,1.9,0.12,+1.1,+1.1,10,7,1,1,0,0,1,0,0,0,0,0,0,0,29,20,3,1,2,3,0,5,4,0,0,1,0,0,0,1,0,11,8,0,7,7,8,0,0,0,45,13,13,50.0,0,0,0,8,11,1,15,4,12,0,0,0,54,13,13,50.0
Burnley,943e8050,Matchweek 3,Sun,2023-08-27,EPL,Home,L,Aston Villa,1,3,0.7,2.5,57,"21,591",Josh Cullen,4-4-2,Michael Salisbury,9,2,22.2,0.11,0.50,17.7,0,0,0,0.7,0.7,0.08,+0.3,+0.3,16,6,37.5,0.19,0.50,13.4,0,0,0,2.5,2.5,0.17,+0.5,+0.5,16,11,2,3,0,0,0,2,2,0,0,0,0,0,24,19,3,0,2,0,0,5,4,0,0,1,0,0,2,0,0,12,8,5,16,11,4,0,0,0,47,9,8,52.9,0,0,0,11,12,1,11,6,11,0,0,0,51,8,9,47.1
Burnley,943e8050,Matchweek 4,Sat,2023-09-02,EPL,Home,L,Tottenham,2,5,1.3,2.2,47,"21,750",Josh Cullen,4-4-2,Darren England,16,4,25.0,0.13,0.50,17.9,1,0,0,1.3,1.3,0.08,+0.7,+0.7,21,11,52.4,0.24,0.45,19.3,0,0,0,2.2,2.2,0.11,+2.8,+2.8,31,23,3,2,2,1,0,4,4,0,0,0,0,0,33,27,0,2,4,0,0,8,7,0,0,1,0,0,4,0,0,15,9,2,12,8,16,0,0,0,54,8,9,47.1,3,0,0,9,15,1,7,13,13,0,0,0,64,9,8,52.9
Burnley,943e8050,Matchweek 5,Mon,2023-09-18,EPL,Away,D,Nott'ham Forest,1,1,0.5,0.7,54,"28,958",Josh Brownhill,4-2-3-1,Robert Jones,10,3,30.0,0.10,0.33,18.9,0,0,0,0.5,0.5,0.06,+0.5,+0.5,14,4,28.6,0.07,0.25,18.8,0,0,0,0.7,0.7,0.05,+0.3,+0.3,13,4,4,1,3,1,0,2,1,0,1,0,0,0,28,23,1,0,0,1,3,2,2,0,0,0,0,0,3,1,0,10,16,2,18,7,7,0,0,0,49,13,17,43.3,2,0,0,16,9,2,18,6,9,0,0,0,44,17,13,56.7
Burnley,943e8050,Matchweek 6,Sat,2023-09-23,EPL,Home,L,Manchester Utd,0,1,1.1,1.0,61,"21,593",Josh Brownhill,4-3-3,Tony Harrington,12,4,33.3,0.00,0.00,15.6,0,0,0,1.1,1.1,0.09,-1.1,-1.1,11,4,36.4,0.09,0.25,15.0,0,0,0,1.0,1.0,0.09,0.0,0.0,21,15,2,1,0,2,1,0,0,0,0,0,0,0,19,16,1,1,1,0,0,2,2,0,0,0,0,0,1,0,0,6,12,1,24,7,6,0,0,0,54,12,11,52.2,2,0,0,12,6,3,12,7,10,0,0,0,50,11,12,47.8
Burnley,943e8050,Matchweek 7,Sat,2023-09-30,EPL,Away,L,Newcastle Utd,0,2,0.6,3.1,47,"51,687",Josh Brownhill,4-2-3-1,Thomas Bramall,8,2,25.0,0.00,0.00,16.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6,19,6,31.6,0.05,0.17,15.8,0,1,1,3.1,2.4,0.13,-1.1,-1.4,13,8,1,1,3,0,0,0,0,0,0,0,0,0,36,24,3,1,3,3,2,2,0,0,0,0,1,1,3,0,0,15,7,3,6,4,6,0,1,0,60,7,19,26.9,1,0,0,7,15,1,19,4,14,1,0,0,70,19,7,73.1
Burnley,943e8050,Matchweek 2,Tue,2023-10-03,EPL,Away,W,Luton Town,2,1,1.1,1.3,51,"10,918",Josh Brownhill,4-3-3,Peter Bankes,14,4,28.6,0.14,0.50,20.2,0,0,0,1.1,1.1,0.08,+0.9,+0.9,18,2,11.1,0.06,0.50,13.1,0,0,0,1.3,1.3,0.07,-0.3,-0.3,23,14,4,2,2,1,0,4,4,0,0,0,0,0,33,23,6,3,1,0,0,2,2,0,0,0,0,0,2,0,0,6,13,3,12,7,9,0,0,0,57,23,35,39.7,4,0,0,14,6,3,31,8,8,0,0,0,63,35,23,60.3
Burnley,943e8050,Matchweek 8,Sat,2023-10-07,EPL,Home,L,Chelsea,1,4,0.7,1.9,38,"21,654",Josh Brownhill,4-3-3,Stuart Attwell,10,3,30.0,0.10,0.33,18.2,1,0,0,0.7,0.7,0.08,+0.3,+0.3,8,4,50.0,0.25,0.50,18.1,0,1,1,1.9,1.1,0.13,+1.1,+0.9,19,12,3,1,2,1,0,2,2,0,0,0,0,0,18,14,0,2,0,1,1,6,3,0,1,0,1,1,2,0,0,11,8,4,9,4,15,0,1,1,41,10,9,52.6,4,0,0,8,10,2,13,9,13,1,0,0,51,9,10,47.4
Burnley,943e8050,Matchweek 9,Sat,2023-10-21,EPL,Away,L,Brentford,0,3,1.1,3.1,50,"17,029",Josh Cullen,4-2-3-1,Joshua Smith,6,1,16.7,0.00,0.00,20.2,0,0,0,1.1,1.1,0.19,-1.1,-1.1,23,9,39.1,0.13,0.33,15.0,1,0,0,3.1,3.1,0.14,-0.1,-0.1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,39,26,4,1,4,2,2,6,6,0,0,0,0,0,4,1,1,12,14,2,14,11,4,0,0,0,45,13,16,44.8,5,0,0,14,12,2,21,8,11,0,0,0,57,16,13,55.2
Burnley,943e8050,Matchweek 10,Sat,2023-10-28,EPL,Away,L,Bournemouth,1,2,0.8,1.1,55,"11,152",Josh Brownhill,4-3-3,Samuel Barrott,6,3,50.0,0.17,0.33,18.0,0,0,0,0.8,0.8,0.14,+0.2,+0.2,13,6,46.2,0.15,0.33,19.5,2,0,0,1.1,1.1,0.09,+0.9,+0.9,9,6,2,0,1,0,0,2,1,0,0,1,0,0,19,12,2,0,1,3,1,1,0,0,0,0,0,1,3,0,0,12,9,1,11,9,9,0,0,0,47,14,15,48.3,2,0,0,9,12,3,24,7,16,0,0,0,62,15,14,51.7
Burnley,943e8050,Matchweek 11,Sat,2023-11-04,EPL,Home,L,Crystal Palace,0,2,1.1,1.3,67,"21,578",Josh Brownhill,4-4-2,Peter Bankes,17,5,29.4,0.00,0.00,13.3,0,0,0,1.1,1.1,0.07,-1.1,-1.1,4,3,75.0,0.50,0.67,13.9,0,0,0,1.3,1.3,0.33,+0.7,+0.7,32,21,5,1,3,2,0,0,0,0,0,0,0,0,8,5,1,1,0,1,0,4,3,0,1,0,0,0,0,0,0,9,11,2,31,8,8,0,0,0,41,17,18,48.6,5,0,0,12,9,0,3,6,10,0,0,0,32,18,17,51.4
Burnley,943e8050,Matchweek 12,Sat,2023-11-11,EPL,Away,L,Arsenal,1,3,0.3,1.8,37,"60,232",Josh Brownhill,4-4-2,Michael Oliver,8,5,62.5,0.13,0.20,19.3,0,0,0,0.3,0.3,0.04,+0.7,+0.7,16,6,37.5,0.19,0.50,13.8,0,0,0,1.8,1.8,0.12,+1.2,+1.2,12,10,1,1,0,0,0,2,1,0,1,0,0,0,27,19,4,1,2,0,1,5,2,1,0,2,0,0,1,0,0,9,7,2,8,10,8,0,0,0,24,22,28,44.0,0,1,0,8,9,3,32,3,8,0,0,0,36,28,22,56.0
