match_id,home_team,away_team,date,season,temporal_weight,home_form_win_rate,home_form_draw_rate,home_form_goals_scored,home_form_goals_conceded,away_form_win_rate,away_form_draw_rate,away_form_goals_scored,away_form_goals_conceded,home_overall_win_rate,away_overall_win_rate,h2h_matches,h2h_home_win_rate,h2h_draw_rate,h2h_avg_goals,ref_avg_yellow,ref_avg_red,odds_home,odds_draw,odds_away,odds_over25,target_result,target_home_goals,target_away_goals,target_total_goals,target_home_cards,target_away_cards,target_total_cards
1217,Bournemouth,Leicester,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.53,3.63,2.09,1.84,H,2,1,3,1,2,3
1218,Chelsea,Wolves,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.4,4.82,8.5,1.84,H,3,0,3,2,0,2
1219,Man City,Southampton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.12,10.3,21.15,1.25,H,4,0,4,0,1,1
1220,Newcastle,Brentford,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.8,3.92,4.38,1.77,H,5,1,6,0,1,1
1221,Brighton,Tottenham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.76,3.47,2.58,1.86,A,0,1,1,1,2,3
1222,Crystal Palace,Leeds,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.07,3.62,3.57,1.85,H,2,1,3,3,3,6
1223,West Ham,Fulham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.78,3.9,4.56,1.8,H,3,1,4,1,3,4
1224,Arsenal,Liverpool,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.58,3.72,2.62,1.6,H,3,2,5,1,2,3
1225,Everton,Man United,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.56,3.58,2.09,1.85,A,1,2,3,2,1,3
1226,Nott'm Forest,Aston Villa,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.35,3.49,2.19,2.01,D,1,1,2,3,3,6
1227,Brentford,Brighton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.21,3.44,2.3,1.93,H,2,0,2,3,1,4
1228,Leicester,Crystal Palace,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.31,3.49,3.12,1.85,D,0,0,0,2,2,4
1229,Fulham,Bournemouth,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.89,3.72,4.13,1.9,D,2,2,4,2,0,2
1230,Wolves,Nott'm Forest,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.72,3.81,5.13,2.02,H,1,0,1,2,2,4
1231,Tottenham,Everton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.49,4.56,6.81,1.76,H,2,0,2,1,4,5
1232,Aston Villa,Chelsea,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,4.54,3.69,1.82,1.98,A,0,2,2,0,3,3
1233,Leeds,Arsenal,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,5.83,4.41,1.56,1.62,A,0,1,1,0,2,2
1234,Man United,Newcastle,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.0,3.78,3.65,1.7,D,0,0,0,3,1,4
1235,Southampton,West Ham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.96,3.42,2.44,1.93,D,1,1,2,1,1,2
1236,Liverpool,Man City,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.74,4.06,1.91,1.46,H,1,0,1,3,1,4
1237,Brighton,Nott'm Forest,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.4,4.91,8.19,1.76,D,0,0,0,3,1,4
1238,Crystal Palace,Wolves,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.29,3.19,3.46,2.43,H,2,1,3,3,1,4
1239,Bournemouth,Southampton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.72,3.33,2.69,2.05,A,0,1,1,1,3,4
1240,Brentford,Chelsea,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,4.79,3.92,1.74,1.84,D,0,0,0,0,0,0
1241,Liverpool,West Ham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.44,5.01,6.96,1.52,H,1,0,1,0,0,0
1242,Newcastle,Everton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.64,4.05,5.46,1.88,H,1,0,1,2,4,6
1243,Man United,Tottenham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.45,3.57,2.86,1.73,H,2,0,2,1,0,1
1244,Fulham,Aston Villa,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.88,3.42,2.51,1.94,H,3,0,3,0,3,3
1245,Leicester,Leeds,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.32,3.58,3.03,1.72,H,2,0,2,2,1,3
1246,Nott'm Forest,Liverpool,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,11.31,6.19,1.26,1.5,H,1,0,1,2,1,3
1247,Everton,Crystal Palace,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.58,3.18,2.96,2.22,H,3,0,3,3,4,7
1248,Man City,Brighton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.21,6.94,14.36,1.47,H,3,1,4,1,3,4
1249,Chelsea,Man United,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.14,3.51,3.5,1.87,D,1,1,2,1,4,5
1250,Aston Villa,Brentford,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.14,3.5,3.49,1.9,H,4,0,4,1,0,1
1251,Leeds,Fulham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.06,3.62,3.59,1.73,A,2,3,5,1,1,2
1252,Southampton,Arsenal,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,5.78,4.27,1.58,1.67,D,1,1,2,2,1,3
1253,Wolves,Leicester,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.3,3.38,3.24,1.95,A,0,4,4,2,1,3
1254,Tottenham,Newcastle,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.09,3.58,3.53,1.87,A,1,2,3,4,2,6
1255,West Ham,Bournemouth,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.55,4.16,6.2,1.93,H,2,0,2,0,2,2
1256,Leicester,Man City,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,9.66,6.09,1.29,1.44,A,0,1,1,0,0,0
1257,Bournemouth,Tottenham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,5.1,3.91,1.69,1.9,A,2,3,5,1,2,3
1258,Brentford,Wolves,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.2,3.46,3.33,1.96,D,1,1,2,3,4,7
1259,Brighton,Chelsea,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.03,3.34,2.41,2.04,H,4,1,5,1,2,3
1260,Crystal Palace,Southampton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.95,3.57,4.03,2.03,H,1,0,1,3,3,6
1261,Newcastle,Aston Villa,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.83,3.73,4.41,1.91,H,4,0,4,1,1,2
1262,Fulham,Everton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.36,3.43,3.07,1.84,D,0,0,0,2,1,3
1263,Liverpool,Leeds,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.3,6.07,9.16,1.35,A,1,2,3,0,1,1
1264,Arsenal,Nott'm Forest,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.2,6.96,14.82,1.5,H,5,0,5,0,1,1
1265,Man United,West Ham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.7,4.02,4.85,1.81,H,1,0,1,1,3,4
1266,Leeds,Bournemouth,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.74,3.93,4.73,1.79,H,4,3,7,2,2,4
1267,Man City,Fulham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.13,9.74,19.8,1.27,H,2,1,3,3,4,7
1268,Nott'm Forest,Brentford,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.78,3.39,2.59,1.99,D,2,2,4,2,2,4
1269,Wolves,Brighton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.39,3.33,2.24,2.1,A,2,3,5,3,0,3
1270,Everton,Leicester,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.43,3.33,3.03,2.02,A,0,2,2,0,0,0
1271,Chelsea,Arsenal,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.64,3.42,2.7,1.89,A,0,1,1,5,2,7
1272,Aston Villa,Man United,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.39,3.54,2.15,1.88,H,3,1,4,3,3,6
1273,Southampton,Newcastle,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,4.02,3.66,1.92,1.9,A,1,4,5,1,0,1
1274,West Ham,Crystal Palace,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.94,3.49,4.18,2.1,A,1,2,3,1,1,2
1275,Tottenham,Liverpool,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.28,3.67,2.16,1.68,A,1,2,3,0,0,0
1276,Man City,Brentford,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.14,8.92,19.14,1.34,A,1,2,3,2,2,4
1277,Bournemouth,Everton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.86,3.25,2.6,2.15,H,3,0,3,2,0,2
1278,Liverpool,Southampton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.25,6.52,11.38,1.41,H,3,1,4,0,2,2
1279,Nott'm Forest,Crystal Palace,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.12,3.24,2.43,2.18,H,1,0,1,1,4,5
1280,Tottenham,Leeds,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.64,4.26,5.04,1.61,H,4,3,7,1,2,3
1281,West Ham,Leicester,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.09,3.51,3.6,1.93,A,0,2,2,3,1,4
1282,Newcastle,Chelsea,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.33,3.44,3.11,1.93,H,1,0,1,3,2,5
1283,Wolves,Arsenal,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,6.15,4.26,1.55,1.78,A,0,2,2,3,2,5
1284,Brighton,Aston Villa,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.86,3.71,4.21,1.91,A,1,2,3,2,7,9
1285,Fulham,Man United,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.91,3.88,1.89,1.63,A,1,2,3,1,1,2
1286,Brentford,Tottenham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.85,3.74,1.95,1.8,D,2,2,4,3,1,4
1287,Crystal Palace,Fulham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.07,3.55,3.58,1.97,A,0,3,3,2,0,2
1288,Everton,Wolves,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.35,3.25,3.24,2.2,A,1,2,3,1,6,7
1289,Leicester,Newcastle,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.24,3.54,2.21,1.83,A,0,3,3,0,0,0
1290,Southampton,Brighton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.4,3.51,2.15,1.89,A,1,3,4,1,2,3
1291,Aston Villa,Liverpool,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,4.51,4.04,1.75,1.65,A,1,3,4,0,0,0
1292,Arsenal,West Ham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.51,4.39,6.52,1.77,H,3,1,4,0,2,2
1293,Chelsea,Bournemouth,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.32,5.46,9.72,1.66,H,2,0,2,0,0,0
1294,Man United,Nott'm Forest,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.31,5.51,10.4,1.64,H,3,0,3,3,1,4
1295,Leeds,Man City,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,9.46,5.99,1.3,1.43,A,1,3,4,3,3,6
1296,West Ham,Brentford,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.06,3.59,3.64,1.93,A,0,2,2,1,0,1
1297,Liverpool,Leicester,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.3,6.03,9.64,1.44,H,2,1,3,0,1,1
1298,Wolves,Man United,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,4.09,3.64,1.92,1.97,A,0,1,1,1,3,4
1299,Bournemouth,Crystal Palace,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.91,3.27,2.55,2.13,A,0,2,2,4,1,5
1300,Fulham,Southampton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.02,3.57,3.77,1.74,H,2,1,3,0,1,1
1301,Man City,Everton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.14,8.61,21.51,1.38,D,1,1,2,3,4,7
1302,Newcastle,Leeds,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.47,4.73,6.73,1.64,D,0,0,0,3,5,8
1303,Brighton,Arsenal,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.46,3.56,2.12,1.84,A,2,4,6,3,3,6
1304,Tottenham,Aston Villa,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.68,4.06,4.94,1.77,A,0,2,2,4,3,7
1305,Nott'm Forest,Chelsea,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,5.21,3.88,1.69,1.96,D,1,1,2,2,2,4
1306,Brentford,Liverpool,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,5.65,4.52,1.56,1.6,H,3,1,4,1,3,4
1307,Arsenal,Newcastle,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.82,3.83,4.39,1.8,D,0,0,0,4,4,8
1308,Everton,Brighton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.56,3.46,2.13,1.99,A,1,4,5,3,1,4
1309,Leicester,Fulham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.23,3.63,3.16,1.74,A,0,1,1,2,6,8
1310,Man United,Bournemouth,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.29,5.94,10.56,1.54,H,3,0,3,0,3,3
1311,Southampton,Nott'm Forest,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.03,3.46,3.82,2.02,A,0,1,1,2,2,4
1312,Leeds,West Ham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.62,3.52,2.65,1.79,D,2,2,4,3,1,4
1313,Aston Villa,Wolves,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.99,3.57,3.86,2.05,D,1,1,2,1,3,4
1314,Crystal Palace,Tottenham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.34,3.48,2.19,1.88,A,0,4,4,1,2,3
1315,Chelsea,Man City,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,5.17,4.03,1.66,1.79,A,0,1,1,2,0,2
1316,Fulham,Chelsea,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.36,3.54,2.18,1.82,H,2,1,3,4,4,8
1317,Aston Villa,Leeds,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.94,3.63,4.02,1.79,H,2,1,3,2,2,4
1318,Man United,Man City,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,4.21,3.9,1.84,1.7,H,2,1,3,3,0,3
1319,Brighton,Liverpool,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.31,3.76,2.12,1.58,H,3,0,3,1,3,4
1320,Everton,Southampton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.25,3.39,3.32,2.1,A,1,2,3,0,3,3
1321,Nott'm Forest,Leicester,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.72,3.4,2.65,1.99,H,2,0,2,1,2,3
1322,Wolves,West Ham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.7,3.27,2.75,2.22,H,1,0,1,0,2,2
1323,Brentford,Bournemouth,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.66,4.09,5.2,1.81,H,2,0,2,1,1,2
1324,Chelsea,Crystal Palace,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.66,3.93,5.47,1.98,H,1,0,1,2,5,7
1325,Newcastle,Fulham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.52,4.42,6.32,1.74,H,1,0,1,1,3,4
1326,Tottenham,Arsenal,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.24,3.63,2.18,1.79,A,0,2,2,4,2,6
1327,Crystal Palace,Man United,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,4.56,3.78,1.8,1.93,D,1,1,2,1,2,3
1328,Man City,Tottenham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.37,5.41,8.06,1.53,H,4,2,6,1,2,3
1329,Liverpool,Chelsea,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.89,3.82,4.08,1.71,D,0,0,0,3,1,4
1330,Bournemouth,Nott'm Forest,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.76,3.18,2.76,2.28,D,1,1,2,1,2,3
1331,Leicester,Brighton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.51,3.65,2.08,1.83,D,2,2,4,0,1,1
1332,Southampton,Aston Villa,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.88,3.38,2.53,2.03,A,0,1,1,1,2,3
1333,West Ham,Everton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.8,3.68,4.76,2.08,H,2,0,2,1,1,2
1334,Crystal Palace,Newcastle,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,4.4,3.58,1.88,2.14,D,0,0,0,4,2,6
1335,Leeds,Brentford,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.38,3.67,2.89,1.68,D,0,0,0,2,2,4
1336,Man City,Wolves,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.2,7.38,14.81,1.49,H,3,0,3,1,2,3
1337,Arsenal,Man United,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.86,3.86,4.08,1.7,H,3,2,5,1,2,3
1338,Fulham,Tottenham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.25,3.75,2.13,1.73,A,0,1,1,1,3,4
1339,Chelsea,Fulham,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.64,4.05,5.55,1.88,D,0,0,0,1,4,5
1340,Everton,Arsenal,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,8.22,4.75,1.41,1.84,H,1,0,1,4,1,5
1341,Aston Villa,Leicester,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.99,3.64,3.83,1.91,A,2,4,6,0,2,2
1342,Brentford,Southampton,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.89,3.64,4.21,1.99,H,3,0,3,1,2,3
1343,Brighton,Bournemouth,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.35,5.22,9.18,1.71,H,1,0,1,3,1,4
1344,Man United,Crystal Palace,,2223,0.9211874999999998,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.4,4.83,8.33,1.85,H,2,1,3,2,2,4
