match_id,home_team,away_team,date,season,temporal_weight,home_form_win_rate,home_form_draw_rate,home_form_goals_scored,home_form_goals_conceded,away_form_win_rate,away_form_draw_rate,away_form_goals_scored,away_form_goals_conceded,home_overall_win_rate,away_overall_win_rate,h2h_matches,h2h_home_win_rate,h2h_draw_rate,h2h_avg_goals,ref_avg_yellow,ref_avg_red,odds_home,odds_draw,odds_away,odds_over25,target_result,target_home_goals,target_away_goals,target_total_goals,target_home_cards,target_away_cards,target_total_cards
340,Brighton,Man City,2020-07-11,1920,0.5657242734374999,0.2,0.2,0.8,1.8,0.2,0.0,0.4,1.4,1.6,4.4,1,0.0,0.0,4.0,3.0,0.3125,9.95,5.62,1.31,1.52,A,0,5,5,1,0,1
341,Sheffield United,Chelsea,2020-07-11,1920,0.5657242734374999,0.8,0.2,1.6,0.6,0.4,0.4,2.2,2.0,2.6,3.6,1,0.0,1.0,4.0,2.5,0.1,6.07,3.93,1.6,1.98,H,3,0,3,1,0,1
342,Liverpool,Burnley,2020-07-11,1920,0.5657242734374999,1.0,0.0,3.0,0.6,0.6,0.2,0.8,1.2,6.0,2.8,1,1.0,0.0,3.0,2.9285714285714284,0.14285714285714285,1.25,6.27,11.44,1.52,D,1,1,2,1,2,3
343,Watford,Newcastle,2020-07-11,1920,0.5657242734374999,0.4,0.2,1.8,1.6,0.4,0.0,1.0,2.2,1.4,2.2,1,0.0,1.0,2.0,3.65,0.1,1.82,3.58,4.65,2.06,H,2,1,3,1,4,5
344,Norwich,West Ham,2020-07-11,1920,0.5657242734374999,0.2,0.0,0.2,1.2,0.0,0.2,0.8,2.0,1.0,1.6,1,0.0,0.0,2.0,3.130434782608696,0.13043478260869565,3.76,3.65,1.99,1.83,A,0,4,4,1,0,1
345,Wolves,Everton,2020-07-12,1920,0.5657242734374999,0.4,0.4,0.8,0.4,0.4,0.0,1.2,2.0,2.6,2.4,1,0.0,0.0,5.0,4.035714285714286,0.17857142857142858,2.06,3.25,4.01,2.49,H,3,0,3,0,2,2
346,Aston Villa,Crystal Palace,2020-07-12,1920,0.5657242734374999,0.0,0.2,0.6,1.8,0.4,0.0,0.8,2.0,1.4,2.2,1,0.0,0.0,1.0,2.7241379310344827,0.10344827586206896,2.29,3.35,3.24,2.01,H,2,0,2,2,5,7
347,Tottenham,Arsenal,2020-07-12,1920,0.5657242734374999,0.6,0.2,1.6,0.8,0.4,0.2,1.0,1.0,2.6,2.4,1,0.0,1.0,4.0,3.1785714285714284,0.0,2.6,3.48,2.68,1.77,H,2,1,3,5,3,8
348,Bournemouth,Leicester,2020-07-12,1920,0.5657242734374999,0.2,0.4,1.0,1.8,0.0,0.6,0.6,1.0,1.4,3.4,1,0.0,0.0,4.0,4.222222222222222,0.16666666666666666,5.14,3.82,1.7,1.89,H,4,1,5,2,2,4
349,Man United,Southampton,2020-07-13,1920,0.5657242734374999,0.8,0.2,2.6,0.4,0.4,0.2,1.6,1.8,3.2,2.6,1,0.0,1.0,2.0,3.260869565217391,0.043478260869565216,1.29,5.73,10.41,1.61,D,2,2,4,1,3,4
350,Chelsea,Norwich,2020-07-14,1920,0.5657242734374999,0.8,0.0,2.2,0.8,0.0,0.2,0.2,2.0,3.6,1.0,1,1.0,0.0,5.0,3.6956521739130435,0.08695652173913043,1.13,9.5,20.76,1.36,H,1,0,1,2,2,4
351,Arsenal,Liverpool,2020-07-15,1920,0.5657242734374999,0.8,0.2,2.6,0.6,0.4,0.2,0.8,1.6,2.4,6.0,1,0.0,0.0,4.0,2.9130434782608696,0.13043478260869565,3.89,3.89,1.89,1.58,H,2,1,3,3,1,4
352,Man City,Bournemouth,2020-07-15,1920,0.5657242734374999,1.0,0.0,3.8,0.0,0.0,0.0,0.8,2.6,4.6,1.6,1,1.0,0.0,4.0,3.8666666666666667,0.06666666666666667,1.15,8.68,16.72,1.29,H,2,1,3,1,1,2
353,Burnley,Wolves,2020-07-15,1920,0.5657242734374999,0.4,0.6,1.2,0.4,0.6,0.2,1.2,0.6,2.8,2.8,1,0.0,1.0,2.0,4.24,0.16,4.65,3.3,1.9,2.52,D,1,1,2,0,0,0
354,Newcastle,Tottenham,2020-07-15,1920,0.5657242734374999,0.2,0.8,1.2,0.6,0.2,0.4,1.2,1.6,2.2,2.8,1,1.0,0.0,1.0,2.933333333333333,0.13333333333333333,4.56,3.77,1.79,1.87,A,1,3,4,2,3,5
355,Everton,Aston Villa,2020-07-16,1920,0.5657242734374999,0.4,0.6,1.4,0.8,0.0,0.2,0.4,2.2,2.4,1.6,1,0.0,0.0,2.0,3.9655172413793105,0.1724137931034483,2.02,3.57,3.74,1.87,D,1,1,2,2,1,3
356,Leicester,Sheffield United,2020-07-16,1920,0.5657242734374999,0.4,0.4,1.8,0.6,0.2,0.4,0.4,1.4,3.4,2.8,1,1.0,0.0,3.0,3.3448275862068964,0.0,2.02,3.34,4.01,2.14,H,2,0,2,1,2,3
357,Crystal Palace,Man United,2020-07-16,1920,0.5657242734374999,0.4,0.0,0.8,1.0,0.6,0.4,2.0,0.4,2.2,3.2,1,1.0,0.0,3.0,2.8823529411764706,0.29411764705882354,9.84,5.0,1.35,1.77,A,0,2,2,1,2,3
358,Southampton,Brighton,2020-07-16,1920,0.5657242734374999,0.4,0.0,0.8,1.0,0.2,0.8,1.0,0.8,2.6,1.6,1,1.0,0.0,2.0,2.4285714285714284,0.09523809523809523,2.18,3.31,3.53,2.13,D,1,1,2,1,0,1
359,West Ham,Watford,2020-07-17,1920,0.5657242734374999,0.4,0.2,1.8,1.8,0.0,0.2,0.2,1.8,1.8,1.6,1,1.0,0.0,4.0,2.8333333333333335,0.13333333333333333,2.42,3.04,3.31,2.03,H,3,1,4,0,2,2
360,Norwich,Burnley,2020-07-18,1920,0.5657242734374999,0.2,0.0,0.2,1.8,0.4,0.4,0.6,1.2,1.0,2.8,1,0.0,0.0,2.0,3.0416666666666665,0.125,3.32,3.33,2.25,2.05,A,0,2,2,2,0,2
361,Tottenham,Leicester,2020-07-19,1920,0.5657242734374999,0.6,0.2,1.6,1.0,0.0,0.4,0.8,1.8,3.0,3.6,1,0.0,0.0,3.0,3.933333333333333,0.16666666666666666,2.32,3.42,3.11,1.95,H,3,0,3,2,1,3
362,Bournemouth,Southampton,2020-07-19,1920,0.5657242734374999,0.2,0.4,1.4,1.8,0.4,0.4,2.0,1.4,1.6,2.6,1,1.0,0.0,4.0,3.7142857142857144,0.09523809523809523,2.39,3.65,2.84,1.71,A,0,2,2,2,2,4
363,Brighton,Newcastle,2020-07-20,1920,0.5657242734374999,0.2,0.0,0.6,2.6,0.4,0.0,1.2,1.8,1.6,2.2,1,0.0,1.0,0.0,2.8,0.2,1.93,3.42,4.23,2.12,D,0,0,0,4,2,6
364,Sheffield United,Everton,2020-07-20,1920,0.5657242734374999,0.8,0.2,1.8,0.4,0.2,0.0,0.6,2.2,2.8,2.4,1,1.0,0.0,2.0,4.157894736842105,0.21052631578947367,2.17,3.29,3.52,2.32,A,0,1,1,1,3,4
365,Wolves,Crystal Palace,2020-07-20,1920,0.5657242734374999,0.6,0.2,1.4,0.4,0.4,0.0,0.6,1.8,2.8,2.2,1,0.0,1.0,2.0,4.111111111111111,0.1111111111111111,1.5,4.03,7.72,2.29,H,2,0,2,2,1,3
366,Watford,Man City,2020-07-21,1920,0.5657242734374999,0.6,0.2,1.8,1.2,0.4,0.0,1.4,1.0,1.6,4.8,1,0.0,0.0,8.0,3.3333333333333335,0.0,8.62,5.6,1.33,1.48,A,0,4,4,2,0,2
367,Aston Villa,Arsenal,2020-07-21,1920,0.5657242734374999,0.2,0.2,0.6,1.2,0.4,0.0,1.2,1.4,1.6,2.6,1,0.0,0.0,5.0,3.2916666666666665,0.041666666666666664,3.24,3.78,2.11,1.66,H,1,0,1,2,4,6
368,Liverpool,Chelsea,2020-07-22,1920,0.5657242734374999,0.8,0.2,2.4,0.8,0.4,0.2,1.8,2.2,6.0,3.8,1,1.0,0.0,3.0,2.3636363636363638,0.09090909090909091,2.04,3.7,3.51,1.6,H,5,3,8,1,0,1
369,Man United,West Ham,2020-07-22,1920,0.5657242734374999,0.8,0.2,3.0,0.8,0.2,0.2,1.6,1.6,3.4,2.0,1,0.0,0.0,2.0,2.9583333333333335,0.125,1.24,6.38,11.56,1.47,D,1,1,2,3,1,4
370,Man City,Norwich,2020-07-26,1920,0.5657242734374999,1.0,0.0,3.8,0.2,0.0,0.0,0.2,2.2,5.0,1.0,1,0.0,0.0,5.0,3.727272727272727,0.09090909090909091,1.07,12.8,30.42,1.21,H,5,0,5,1,1,2
371,Leicester,Man United,2020-07-26,1920,0.5657242734374999,0.6,0.2,1.8,0.2,0.6,0.4,2.0,0.4,3.6,3.4,1,0.0,0.0,1.0,2.806451612903226,0.12903225806451613,3.17,3.49,2.24,1.85,A,0,2,2,2,4,6
372,Newcastle,Liverpool,2020-07-26,1920,0.5657242734374999,0.2,0.6,1.4,1.2,0.2,0.2,0.8,2.0,2.2,6.2,1,0.0,0.0,4.0,3.903225806451613,0.16129032258064516,7.6,4.99,1.4,1.54,A,1,3,4,1,0,1
373,Everton,Bournemouth,2020-07-26,1920,0.5657242734374999,0.2,0.8,1.0,0.8,0.0,0.0,0.8,2.6,2.6,1.6,1,0.0,0.0,4.0,3.4,0.04,2.24,3.78,2.98,1.58,A,1,3,4,1,0,1
374,Southampton,Sheffield United,2020-07-26,1920,0.5657242734374999,0.4,0.2,0.8,0.8,0.0,0.4,0.2,1.8,2.8,2.8,1,1.0,0.0,1.0,4.0,0.1,2.18,3.47,3.34,1.87,H,3,1,4,0,1,1
375,Chelsea,Wolves,2020-07-26,1920,0.5657242734374999,1.0,0.0,2.4,0.4,0.6,0.2,1.4,0.8,3.8,3.0,1,1.0,0.0,7.0,4.15,0.2,1.84,3.76,4.23,1.9,H,2,0,2,2,3,5
376,Burnley,Brighton,2020-07-26,1920,0.5657242734374999,0.4,0.6,1.4,0.6,0.2,0.8,0.6,0.4,3.0,1.6,1,0.0,1.0,2.0,3.7083333333333335,0.08333333333333333,2.32,3.44,3.09,1.91,A,1,2,3,3,0,3
377,Arsenal,Watford,2020-07-26,1920,0.5657242734374999,0.8,0.2,2.2,0.8,0.0,0.0,0.2,2.2,2.6,1.6,1,0.0,1.0,4.0,4.076923076923077,0.15384615384615385,1.93,3.89,3.72,1.61,H,3,2,5,3,3,6
378,Crystal Palace,Tottenham,2020-07-26,1920,0.5657242734374999,0.4,0.0,0.8,1.2,0.2,0.4,1.2,1.4,2.2,3.2,1,0.0,0.0,4.0,2.3043478260869565,0.08695652173913043,6.12,4.23,1.55,1.76,D,1,1,2,3,2,5
379,West Ham,Aston Villa,2020-07-26,1920,0.5657242734374999,0.6,0.0,1.8,1.4,0.0,0.4,0.4,2.0,2.0,1.8,1,0.0,1.0,0.0,3.2903225806451615,0.0,3.05,3.57,2.28,1.66,D,1,1,2,2,1,3
380,Fulham,Arsenal,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,5.94,4.34,1.55,1.76,A,0,3,3,2,2,4
381,Crystal Palace,Southampton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.18,3.22,2.39,2.24,H,1,0,1,2,1,3
382,Liverpool,Leeds,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.3,5.96,9.68,1.52,H,4,3,7,1,0,1
383,West Ham,Newcastle,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.15,3.48,3.42,1.97,A,0,2,2,2,2,4
384,West Brom,Leicester,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.87,3.57,1.97,1.92,A,0,3,3,1,1,2
385,Tottenham,Everton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.9,3.55,4.2,1.94,A,0,1,1,1,0,1
386,Brighton,Chelsea,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,5.12,4.13,1.65,1.76,A,1,3,4,1,0,1
387,Sheffield United,Wolves,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.36,3.0,2.41,2.68,A,0,2,2,2,1,3
388,Everton,West Brom,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.54,4.25,6.3,1.81,H,5,2,7,1,1,2
389,Leeds,Fulham,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.64,3.97,5.5,1.93,H,4,3,7,1,2,3
390,Man United,Crystal Palace,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.32,5.57,9.56,1.66,A,1,3,4,2,1,3
391,Arsenal,West Ham,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.53,4.51,5.91,1.64,H,2,1,3,0,1,1
392,Southampton,Tottenham,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.1,3.35,2.37,1.97,A,2,5,7,4,3,7
393,Newcastle,Brighton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.68,3.15,2.82,2.38,A,0,3,3,3,1,4
394,Chelsea,Liverpool,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.15,3.72,2.18,1.61,A,0,2,2,1,0,1
395,Leicester,Burnley,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.63,3.98,5.64,1.95,H,4,2,6,1,2,3
396,Aston Villa,Sheffield United,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.71,3.19,2.75,2.25,H,1,0,1,3,2,5
397,Wolves,Man City,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,6.11,4.35,1.54,1.7,A,1,3,4,0,3,3
398,Brighton,Man United,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,4.83,3.75,1.75,1.86,A,2,3,5,4,2,6
399,Crystal Palace,Everton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.69,3.32,2.12,2.16,A,1,2,3,3,1,4
400,West Brom,Chelsea,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,8.24,5.02,1.38,1.64,D,3,3,6,1,3,4
401,Burnley,Southampton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.3,3.25,2.31,2.09,A,0,1,1,1,0,1
402,Sheffield United,Leeds,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.72,3.37,2.63,2.0,A,0,1,1,2,1,3
403,Tottenham,Newcastle,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.47,4.5,6.95,1.75,D,1,1,2,1,4,5
404,Man City,Leicester,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.29,5.93,9.68,1.41,A,2,5,7,1,3,4
405,West Ham,Wolves,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.74,3.38,2.07,2.13,H,4,0,4,0,1,1
406,Fulham,Aston Villa,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.92,3.26,2.52,2.07,A,0,3,3,6,3,9
407,Liverpool,Arsenal,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.49,4.68,6.3,1.54,H,3,1,4,2,2,4
408,Chelsea,Crystal Palace,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.43,4.77,7.39,1.62,H,4,0,4,2,0,2
409,Everton,Brighton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.76,3.73,4.79,1.83,H,4,2,6,0,1,1
410,Leeds,Man City,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,7.45,5.34,1.38,1.37,D,1,1,2,2,1,3
411,Newcastle,Burnley,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.47,3.15,3.08,2.31,H,3,1,4,2,3,5
412,Leicester,West Ham,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.68,4.12,4.86,1.66,A,0,3,3,2,2,4
413,Southampton,West Brom,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.76,3.86,4.58,1.8,H,2,0,2,2,1,3
414,Arsenal,Sheffield United,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.56,4.09,6.25,1.93,H,2,1,3,0,1,1
415,Wolves,Fulham,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.51,4.07,7.19,2.12,H,1,0,1,1,1,2
416,Man United,Tottenham,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.92,3.71,3.97,1.79,A,1,6,7,3,1,4
417,Aston Villa,Liverpool,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,9.35,5.41,1.33,1.53,H,7,2,9,2,1,3
418,Everton,Liverpool,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.91,4.08,1.85,1.53,D,2,2,4,4,2,6
419,Chelsea,Southampton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.53,4.56,5.92,1.58,D,3,3,6,1,1,2
420,Man City,Arsenal,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.49,4.85,6.09,1.43,H,1,0,1,4,1,5
421,Newcastle,Man United,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,4.78,4.08,1.7,1.74,A,1,4,5,1,1,2
422,Sheffield United,Fulham,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.11,3.32,3.74,2.25,D,1,1,2,0,2,2
423,Crystal Palace,Brighton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.68,3.25,2.76,2.19,D,1,1,2,3,3,6
424,Tottenham,West Ham,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.62,4.19,5.34,1.59,D,3,3,6,0,5,5
425,Leicester,Aston Villa,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.89,3.82,3.97,1.63,A,0,1,1,4,3,7
426,West Brom,Burnley,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.49,3.3,2.97,2.12,D,0,0,0,2,2,4
427,Leeds,Wolves,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.5,3.26,2.97,2.13,A,0,1,1,2,1,3
428,Aston Villa,Leeds,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.11,3.75,3.33,1.61,A,0,3,3,2,2,4
429,West Ham,Man City,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,7.2,5.16,1.41,1.42,D,1,1,2,2,0,2
430,Fulham,Crystal Palace,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.74,3.14,2.77,2.27,A,1,2,3,1,1,2
431,Man United,Chelsea,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.38,3.59,2.9,1.62,D,0,0,0,3,1,4
432,Liverpool,Sheffield United,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.25,6.36,11.55,1.49,H,2,1,3,0,3,3
433,Southampton,Everton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.78,3.47,2.54,1.79,H,2,0,2,1,3,4
434,Wolves,Newcastle,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.78,3.49,5.16,2.25,D,1,1,2,0,1,1
435,Arsenal,Leicester,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.93,3.74,3.92,1.74,A,0,1,1,3,5,8
436,Brighton,West Brom,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.75,3.93,4.61,1.83,D,1,1,2,2,0,2
437,Burnley,Tottenham,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,5.49,4.02,1.63,1.84,A,0,1,1,2,0,2
438,Wolves,Crystal Palace,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.05,3.13,4.27,2.67,H,2,0,2,0,3,3
439,Sheffield United,Man City,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,9.43,5.76,1.31,1.51,A,0,1,1,0,0,0
440,Burnley,Chelsea,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,6.05,4.37,1.54,1.66,A,0,3,3,1,0,1
441,Liverpool,West Ham,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.39,5.26,7.43,1.4,H,2,1,3,0,1,1
442,Aston Villa,Southampton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.46,3.6,2.78,1.65,A,3,4,7,1,2,3
443,Newcastle,Everton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,3.71,3.47,2.06,1.82,H,2,1,3,2,4,6
444,Man United,Arsenal,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.04,3.66,3.58,1.74,A,0,1,1,3,3,6
445,Tottenham,Brighton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.63,4.17,5.29,1.65,H,2,1,3,2,1,3
446,Fulham,West Brom,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.44,3.32,3.01,2.06,H,2,0,2,3,2,5
447,Leeds,Leicester,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.56,3.56,2.68,1.75,A,1,4,5,1,1,2
448,Brighton,Burnley,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.9,3.48,4.42,2.11,D,0,0,0,1,0,1
449,Southampton,Newcastle,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.04,3.58,3.7,1.83,H,2,0,2,1,2,3
450,Everton,Man United,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.91,3.52,2.42,1.76,A,1,3,4,4,2,6
451,Crystal Palace,Leeds,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.92,3.37,2.47,1.94,H,4,1,5,0,2,2
452,Chelsea,Sheffield United,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.39,4.93,8.23,1.69,H,4,1,5,0,2,2
453,West Ham,Fulham,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.83,3.82,4.23,1.82,H,1,0,1,2,2,4
454,West Brom,Tottenham,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,6.38,4.38,1.52,1.7,A,0,1,1,1,0,1
455,Leicester,Wolves,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.38,3.14,3.28,2.34,H,1,0,1,2,3,5
456,Man City,Liverpool,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.99,4.03,3.42,1.44,D,1,1,2,3,1,4
457,Arsenal,Aston Villa,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,1.7,3.97,4.92,1.68,A,0,3,3,0,0,0
458,Newcastle,Chelsea,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,6.39,4.54,1.5,1.66,A,0,2,2,2,0,2
459,Aston Villa,Brighton,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,2.19,3.61,3.21,1.75,A,1,2,3,2,2,4
460,Tottenham,Man City,,2021,0.66555796875,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0,0.33,0.33,0.0,3.0,0.2,4.1,4.03,1.81,1.6,H,2,0,2,2,2,4
